OLD Block Name,Combined Shape Name,Converted On,Status,NOTES
rWoodStairs25,woodShapes:stairsFilledVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairs25CornerCNR,woodShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairs50,woodShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairsFilledRailingLeft,woodShapes:stairsFilledRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairsFilledRailingRight,woodShapes:stairsFilledRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairsHollow,woodShapes:stairsHollow,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairsHollowRailingLeft,woodShapes:stairsHollowRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodStairsHollowRailingRight,woodShapes:stairsHollowRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedge,woodShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRInsideBottom,woodShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRInsideSteepBase,woodShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRInsideSteepTop,woodShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRInsideTop,woodShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRSteepBase,woodShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeCNRSteepTop,woodShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeIncline,woodShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeStairs,woodShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeTip,woodShapes:wedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeTipCNRFullBottom,woodShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeTipCNRFullTop,woodShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
rWoodWedgeTipStairs,woodShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronArch,corrugatedMetalShapes:arch,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronArrowSlitHalf,corrugatedMetalShapes:arrowSlitHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronBlock,corrugatedMetalShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRFull,corrugatedMetalShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRInside,corrugatedMetalShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRRamp,corrugatedMetalShapes:rampCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRRampFiller,corrugatedMetalShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRRound,corrugatedMetalShapes:cornerRound,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCNRRoundTop,corrugatedMetalShapes:cubeCornerRoundTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCross,corrugatedMetalShapes:poleCross,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCross3x1,corrugatedMetalShapes:poleCross3x1,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCTRPlate,corrugatedMetalShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronCTRpole,corrugatedMetalShapes:poleCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronGableInvertedHalf,corrugatedMetalShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronGableInvertedQuarter,corrugatedMetalShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronGableInvertedSteep,corrugatedMetalShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronGableQuarter,corrugatedMetalShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronHalf,corrugatedMetalShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPillar100,corrugatedMetalShapes:pillar100,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPillar100Cap,corrugatedMetalShapes:pillar100Cap,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPillar50,corrugatedMetalShapes:pillar50,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlate,corrugatedMetalShapes:plate,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDestroyed,corrugatedMetalShapes:plateDestroyed,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDestroyed2,corrugatedMetalShapes:plateDestroyed02,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDestroyed3,corrugatedMetalShapes:plateDestroyed03,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonal,corrugatedMetalShapes:plateDiagonal,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed,corrugatedMetalShapes:plateDiagonalDestroyed,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed2,corrugatedMetalShapes:plateDiagonalDestroyed02,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed3,corrugatedMetalShapes:plateDiagonalDestroyed03,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed4,corrugatedMetalShapes:plateDiagonalDestroyed04,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed5,corrugatedMetalShapes:plateDiagonalDestroyed05,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalDestroyed6,corrugatedMetalShapes:plateDiagonalDestroyed06,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalFiller,corrugatedMetalShapes:plateDiagonalFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalFillerWallLeft,corrugatedMetalShapes:plateDiagonalFillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalFillerWallRight,corrugatedMetalShapes:plateDiagonalFillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalWallLeft,corrugatedMetalShapes:plateDiagonalWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateDiagonalWallRight,corrugatedMetalShapes:plateDiagonalWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateOffset,corrugatedMetalShapes:3mTubeCenterStraight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateRamp,corrugatedMetalShapes:plateRamp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeFiller,corrugatedMetalShapes:plateWedge60Filler,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeFillerWallLeft,corrugatedMetalShapes:plateWedge60FillerWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeFillerWallRight,corrugatedMetalShapes:plateWedge60FillerWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeIncline,corrugatedMetalShapes:plateWedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeInclineDestroyed,corrugatedMetalShapes:plateWedge60InclineDestroyed,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeInclineDestroyed2,corrugatedMetalShapes:plateWedge60InclineDestroyed02,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeInclineWallLeft,corrugatedMetalShapes:plateWedge60InclineWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeInclineWallRight,corrugatedMetalShapes:plateWedge60InclineWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeTip,corrugatedMetalShapes:plateWedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeTipDestroyed,corrugatedMetalShapes:plateWedge60TipDestroyed,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeTipDestroyed2,corrugatedMetalShapes:plateWedge60TipDestroyed02,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeTipWallLeft,corrugatedMetalShapes:plateWedge60TipWallLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPlateWedgeTipWallRight,corrugatedMetalShapes:plateWedge60TipWallRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPole,corrugatedMetalShapes:pole,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPoleSupport,corrugatedMetalShapes:poleSupport,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronPoleSupport2,corrugatedMetalShapes:poleSupport2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronQuarterCNR,corrugatedMetalShapes:quarterInsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronQuarterCNR3Way,corrugatedMetalShapes:quarterInsideCorner3way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronQuarterSCtr,corrugatedMetalShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronQuarterTeeSCtr,corrugatedMetalShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronRamp,corrugatedMetalShapes:ramp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronSheet,corrugatedMetalShapes:billboard,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronStairs25,corrugatedMetalShapes:stairsFilledVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronStairs25CornerCNR,corrugatedMetalShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronStairs50,corrugatedMetalShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronStairsFilledRailingLeft,corrugatedMetalShapes:stairsFilledRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronStairsFilledRailingRight,corrugatedMetalShapes:stairsFilledRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedge,corrugatedMetalShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRInsideBottom,corrugatedMetalShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRInsideSteepBase,corrugatedMetalShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRInsideSteepTop,corrugatedMetalShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRInsideTop,corrugatedMetalShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRSteepBase,corrugatedMetalShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeCNRSteepTop,corrugatedMetalShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeIncline,corrugatedMetalShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeStairs,corrugatedMetalShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeTip,corrugatedMetalShapes:wedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeTipCNRFullBottom,corrugatedMetalShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeTipCNRFullTop,corrugatedMetalShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWedgeTipStairs,corrugatedMetalShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
scrapIronWindowPlug05CTRPlate,corrugatedMetalShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
securityGateCTRPlate,steelShapes:securityGateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
securityGateCTRPlateDiagonal,steelShapes:securityGateCenteredDiagonal,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
securityGatePlate,steelShapes:securityGatePlate,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameArch,corrugatedMetalShapes:arch,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameBlock,corrugatedMetalShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameCNRFull,corrugatedMetalShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameCNRInside,corrugatedMetalShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameCNRRampFiller,corrugatedMetalShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameCTRPlate,corrugatedMetalShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameGableInvertedHalf,corrugatedMetalShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameGableInvertedQuarter,corrugatedMetalShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameGableInvertedSteep,corrugatedMetalShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameGableQuarter,corrugatedMetalShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameHalf,corrugatedMetalShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFramePillar100Cap,corrugatedMetalShapes:pillar100Cap,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFramePlateOffset,corrugatedMetalShapes:3mTubeCenterStraight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameQuarterCNR,corrugatedMetalShapes:quarterInsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameQuarterCNR3Way,corrugatedMetalShapes:quarterInsideCorner3way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameQuarterSCtr,corrugatedMetalShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameQuarterTeeSCtr,corrugatedMetalShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameRamp,corrugatedMetalShapes:ramp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameStairs25CornerCNR,corrugatedMetalShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameStairs50,corrugatedMetalShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedge,corrugatedMetalShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRInsideBottom,corrugatedMetalShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRInsideSteepBase,corrugatedMetalShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRInsideSteepTop,corrugatedMetalShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRInsideTop,corrugatedMetalShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRSteepBase,corrugatedMetalShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeCNRSteepTop,corrugatedMetalShapes:wedge60TipCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeIncline,corrugatedMetalShapes:wedge60Incline,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeStairs,corrugatedMetalShapes:wedgeStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeTip,corrugatedMetalShapes:wedge60Tip,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeTipCNRFullBottom,corrugatedMetalShapes:wedge60TipCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeTipCNRFullTop,corrugatedMetalShapes:wedge60Corner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
solidScrapIronFrameWedgeTipStairs,corrugatedMetalShapes:wedgeTipStairs,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelArch,steelShapes:arch,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelArrowSlitHalf,steelShapes:arrowSlitHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelBlock,steelShapes:cube,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRFull,steelShapes:rampOutsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRInside,steelShapes:rampInsideCornerFull,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRRamp,steelShapes:rampCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRRampFiller,steelShapes:rampCornerFiller,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRRound,steelShapes:cornerRound,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCNRRoundTop,steelShapes:cubeCornerRoundTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCTREighth,steelShapes:cubeEighthCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCTRPlate,steelShapes:plateCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelCTRpole,steelShapes:poleCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelEighth,steelShapes:cubeEighth,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelGableInvertedHalf,steelShapes:gableInvertedHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelGableInvertedQuarter,steelShapes:gableInvertedQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelGableInvertedSteep,steelShapes:gableInvertedSteep,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelGableQuarter,steelShapes:wedgeTipQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelHalf,steelShapes:cubeHalf,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPillar100,steelShapes:pillar100,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPillar100Cap,steelShapes:pillar100Cap,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPillar50,steelShapes:pillar50,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPlate,steelShapes:plate,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPlateOffset,steelShapes:3mTubeCenterStraight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPole,steelShapes:pole,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelPyramid,steelShapes:pyramid,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelQuarter,steelShapes:cubeQuarter,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelQuarterCNR,steelShapes:quarterInsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelQuarterCNR3Way,steelShapes:quarterInsideCorner3way,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelQuarterSCtr,steelShapes:quarterCenteredWall,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelQuarterTeeSCtr,steelShapes:quarterTeeCentered,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelRamp,steelShapes:ramp,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelStairs25,steelShapes:stairsFilledVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelStairs25CornerCNR,steelShapes:stairsFilledCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelStairs50,steelShapes:stairsFilledQuarterVerticalUV,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelStairsFilledRailingLeft,steelShapes:stairsFilledRailingLeft,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelStairsFilledRailingRight,steelShapes:stairsFilledRailingRight,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedge,steelShapes:wedge60,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedgeCNRInsideBottom,steelShapes:wedge60InsideCorner,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedgeCNRInsideSteepBase,steelShapes:wedgeInsideCornerTop,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedgeCNRInsideSteepTop,steelShapes:wedgeInsideCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedgeCNRInsideTop,steelShapes:wedge60InsideCorner2,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
stainlessSteelWedgeCNRSteepBase,steelShapes:wedge60TipCornerBase,Alpha.20.0.141,Replaced,Conversion Round Two 07/19/21
